logTeff,logLum
3.476563726894254,-2.754548927854499
3.441293561710308,-3.0450177599144768
3.7532059744069786,0.039327981334683994
3.518348200126262,-1.9955914948897606
3.802403261856841,0.441253730846252
3.4784870735041262,-2.782174480357024
3.7956248686933876,0.5280808528820381
3.8148127321973586,0.8448750386158732
3.7828377089940792,0.2515882557744581
3.745072889519881,0.04309117463021711
3.7020999094795655,-0.37361125185957333
3.8121327145820523,0.823193584800719
3.4731229430316843,-2.906450509076606
3.5159057885910983,-2.2054770677042566
3.450107022546027,-3.212421282666165
3.4386523070327843,-3.082502733183186
3.568069767152191,-1.4573933978967135
3.76925030338626,0.8905191181306363
3.43383350123519,-3.397676456454165
3.795141400767457,0.5523031334502959
3.60599386143584,-1.2188395191798282
3.489868041956006,-2.408672098272829
3.7897749037458017,0.29237652626282185
3.5370451578222135,-1.8067769063551855
3.532466975740963,-2.008862278647192
3.454413021403656,-2.960379998267552
3.464058783753994,-2.9099447853678653
3.603652192118899,-1.142237850945137
3.4923834654592842,-2.551434113127475
3.490401954496987,-2.57835998351446
3.4450119913678083,-2.9797923367942714
3.7595022172051724,0.09889564626749113
3.4972111958989904,-2.38926561539008
3.7710128681820274,0.2930973032772154
3.5371023737567464,-1.812286729736911
3.4455378606860405,-3.026173602892242
3.768631426801976,0.30722423703699164
3.522532223349961,-2.121312521809923
3.587380168777351,-1.1711146178081118
3.4583197299188893,-2.8090178446915273
3.507374961533153,-1.8793341450572683
3.5949524120765792,-1.2042246218922241
3.43247489261844,-2.717050638958506
3.506462685631975,-2.345799406653823
3.45485445472911,-2.902229137570451
3.9109053747047593,0.987884664175579
3.4485354939695188,-3.081325092336118
3.750330984433959,0.5874572829209658
3.800184752663434,0.5065189989773723
3.5413713075910196,-1.7614249751837503
3.4949681892642546,-2.4983341389777936
3.5900186002952648,-1.2442304427184439
3.4398679776984897,-3.090884868799728
3.7229993755953266,-0.35898764018532103
3.8631141115877226,0.7544814455951591
3.71324920041816,-0.3430114715394147
3.6671927124321995,-0.7533811983706975
